flee,[動]逃げる、避ける
retention,[名]保持
retrace,[動]回想する
retrieve,[動]取り戻す
retrospect,[名]回顧
retrospective,[形]回顧の
reunion,[名]同窓会、親睦会
reversal,[名]反転、逆転
revolver,[名]回転式ピストル
rig,[動]装備する
righteous,[形]道義的に正しい
rigorous,[形]厳格な
rink,[名]スケートリンク
roadside,[名]道端
robin,[名]ヨーロッパコマドリ
robust,[形]たくましい
rocker,[名]揺りいす、ロック歌手
rogue,[名]ごろつき、悪党
runaway,[形]逃亡した
rustic,[形]いなかの
ruthless,[形]無慈悲な
sage,[名]賢人，哲人
salvation,[名]救済
sampling,[名]試食
sanction,[名]制裁
sanctuary,[名]神聖な場所
sap,[名]樹液
sarcasm,[名]皮肉
sardine,[名]イワシ
scholarly,[形]学問的な
scripture,[名]聖書
scrutiny,[名]詳細な調査
secular,[形]世俗の
seduce,[動]誘惑する
seeming,[形]うわべの
segregate,[動]分離する
segregation,[名]隔離、人種隔離
seizure,[名]捕らえること、発作
semiconductor,[名]半導体
sensory,[形]感覚の
separable,[形]分離できる
sequel,[名]続編
setback,[名]後退、挫折
severity,[名]厳しさ
sewer,[名]下水道
shaped,[形]形の
sherbet,[名]シャーベット
sheriff,[名]保安官
shipbuilding,[名]造船
shoelace,[名]靴紐
shoplift,[動]万引きする
shopper,[名]買い物客
showroom,[名]ショールーム
showy,[形]目立つ、派手な
shun,[動]避ける
sibling,[名]兄弟姉妹
sickly,[形]吐き気を催すような
siege,[名]包囲攻撃、包囲
sift,[動]ふるいにかける
signing,[名]しるし、標識
signpost,[名]道しるべ
silhouette,[名]輪郭
silicon,[名]珪素
silvery,[形]銀の、銀白色の
simulation,[名]模擬実験
sinister,[形]不吉な、邪悪な
sinner,[名]罪人
skeptical,[形]疑い深い
skepticism,[名]懐疑的な考え
slab,[名]四角く幅の広い厚板
slack,[形]ゆるんだ
sled,[名]そり
sliding,[形]滑る
sling,[名]つり縄、三角布
smelt,[動]融解して精錬する
snob,[名]お高くとまった人
snowball,[名]雪玉
snub,[動]冷たく扱う
snug,[形]居心地のよい
soaked,[形]びしょぬれで
socioeconomic,[形]社会経済的な
sociological,[形]社会学的な
solicit,[動]強く求める
solicitor,[名]懇願者、勧誘人
sonata,[名]ソナタ
southeastern,[形]南東の、南東への
southwestern,[形]南西部の
sovereignty,[名]主権、統治権
soybean,[名]大豆
spank,[動]お尻をたたく
specialized,[副]専門の
specification,[名]仕様、明細事項
speck,[名]小さい点
spectrum,[名]スペクトル、範囲
speculative,[形]推論的な，投機的な
speechless,[形]口のきけない、無言の
spinner,[名]紡ぎ手
spinning,[名]紡績
spiral,[形]らせん形の
splinter,[名]とげ、破片
spokesperson,[名]代弁者，スポークスマン
spontaneity,[名]自発性
spreadsheet,[名]集計表
squad,[名]部隊、チーム
squarely,[副]真正面に
squeak,[動]チューチュー鳴く
stairway,[名]階段
starch,[名]でんぷん
steamboat,[名]蒸気船
steeple,[名]教会などの尖塔
stepfather,[名]継父
stepmother,[名]継母
stereotype,[名]固定観念、決まり文句
stifle,[動]窒息させる
stimulant,[名]興奮剤
stink,[動]悪臭を放つ
stirring,[形]感動させる
stun,[動]唖然とする
sturdy,[名]頑丈な
subcommittee,[名]小委員会
subdued,[形]控えめな
subgroup,[名]下位グループ
submissive,[形]従順な
subscribe,[動]定期購読する
subscriber,[名]予約者、購読者
subtlety,[名]微妙
suggestive,[形]暗示に富む
suicidal,[形]自殺的な、自滅的な
suite,[名]ひと揃い
sunken,[形]水没した
superintendent,[名]監督者、支配人
supersonic,[形]超音速の
superstar,[名]スーパースター
supplementary,[形]補足の
supremacy,[名]主権、優位
surge,[名]急上昇
surgical,[形]外科の
surmise,[動]推測する
sustainable,[形]持続可能な
swap,[動]交換する
swollen,[形]ふくれた、誇張した
swoop,[動]急降下する
syllabus,[名]授業予定表
syndrome,[名]症候群
synonym,[名]同意語
synthesize,[動]総合する、合成する
synthetic,[形]合成の
tabloid,[名]タブロイド新聞
taboo,[名]タブー、禁制
tact,[名]機転
tactics,[名]方策、戦術
taint,[名]汚れ
takeoff,[名]離陸
tangible,[形]触れて感知できる
taper,[名]先細り、逓減
tart,[名]タルト
tasteless,[形]味のない、無味乾燥な
tattoo,[名]入れ墨
temperance,[名]節制
temporal,[形]現世の
tentative,[形]仮の
terminate,[動]終わらせる
thereby,[副]それによって
thermal,[形]熱の，温度の
thermostat,[名]温度自動調節器
thong,[名]革ひも
thou,[名]なんじは，そなたは 
throng,[動]群がる，殺到する
thrush,[名]ツグミ
thump,[動]ゴツンと打つ
thunderous,[形]雷を発する
toothpick,[名]つまようじ
torrent,[名]豪雨
townspeople,[名]都会人
transcribe,[動]書き写す
transfusion,[名]注入、輸血
transit,[名]交通、通過
transitional,[形]過渡的な
transmitter,[名]送信機、送話器
treble,[形]3 倍の
tribunal,[名]裁判所
trickle,[動]したたる
trillion,[名]一兆
trolley,[名]路面電車
trump,[名]切り札
tuition,[名]学費、授業料
tumor,[名]ふくらみ、腫瘍
tumult,[名]騒動
turbulent,[形]荒れ狂う、乱れている
turf,[名]芝地
tutorial,[形]家庭教師の
twitch,[動]ぐいと引く
tyrannical,[形]専制君主的な
unavailable,[形]利用できない
unbutton,[動]ボタンを外す
unconcerned,[形]心配しない
unconventional,[形]慣例に従わない
undeniable,[形]否定しがたい
undermine,[動]いつのまにか害する
undone,[形]もとどおりにする
unidentified,[形]身元不明の、未確認の
unification,[名]統合、統一
unintentional,[形]意図的でない
uninterrupted,[形]連続した、一体となった
unleash,[動]解き放す
unloved,[形]愛されていない
unnoticed,[形]人目につかない
unpack,[動]荷を解く
unprecedented,[形]先例のない
unprepared,[形]準備のできていない
unrest,[名]不安
unsettle,[動]不安にする
unsold,[形]売れ残りの
unveil,[動]明らかにする
unwelcome,[形]歓迎されない
upland,[名]高地
uranium,[名]ウラン
utopia,[名]理想郷
utopian,[形]理想郷の
vaccine,[名]ワクチン
validate,[動]有効にする
validity,[名]妥当性
valuation,[名]評価、評価額
variously,[副]様々な
vegetation,[名]植生、草木
vendor,[名]売主
verdict,[名]（陪審員の）評決
verge,[名]端、境界
verify,[動]実証する
villain,[名]悪者、悪役
visualize,[動]視覚化する
vocational,[形]職業上の
vogue,[名]流行
void,[名]空虚感
wail,[動]泣き叫ぶ
waistcoat,[名]チョッキ
wanting,[形]欠乏している
warranty,[名]保証
watertight,[形]防水の、耐水の
watery,[形]水を含んだ
watt,[名]ワット
whatsoever,[形]どんなものであれ
whereby,[副]それによって
widower,[名]男やもめ
willingness,[名]快くすること
wiring,[名]配線
woe,[名]悲哀、災難
woodwork,[名]木工品
wording,[名]言葉づかい
workable,[形]実行できる、有効な
ye,[名]汝ら
yearning,[名]あこがれ、熱望
yeast,[名]酵母
yielding,[形]曲がりやすい
yoke,[名]くびき
yolk,[名]卵の黄身
zigzag,[名]ジグザグ
